File Name,Pre-compression Entropy,Post-compression Entropy
data/7046ebd2-f362-4fff-a3f8-5e158dfbf698.wav,4.523010,7.937761
data/710d95cc-aa2e-40e7-9035-bbf80089105b.wav,6.008282,7.951780
data/7129eff4-1c85-43cb-a926-78dcbf3437e2.wav,5.061257,7.942121
data/71767ef9-97a4-4752-908b-f649d08f6973.wav,6.574737,7.951383
data/72442cc8-c342-4339-b933-7d2ca5cc68b9.wav,4.076709,7.962131
data/72911a4e-dd47-4065-a940-8dfee619066c.wav,6.036201,7.951496
data/733aa94c-4ed1-432c-8f9d-f0bbf4569c78.wav,6.546622,7.936164
data/741e1978-11fb-4f4a-bf25-c43c239c226c.wav,6.304137,7.958872
data/7434e3e9-74dd-4dc6-a586-4d38280caca6.wav,5.201553,7.940429
data/74570b9d-d470-43ca-9771-5255adcfc8f4.wav,4.945688,7.962465
data/746a0398-8607-42ea-930a-761fd8b3fcf6.wav,4.754318,7.937652
data/74845371-43e3-4473-ae04-b3a7fe95648e.wav,5.606358,7.939125
data/74c408e1-661a-45dd-a3fd-c4f808bea70d.wav,5.464089,7.953580
data/751d7d4b-95b1-45d6-9c95-a145c8c8d13a.wav,4.275803,7.941708
data/759b65fe-ad0c-43c7-a1a9-9feeeba38347.wav,5.319986,7.961498
data/760ba446-aae7-4136-922c-9351c97504b8.wav,5.727474,7.955296
data/7662bc78-07d5-4b34-9b6a-dd0aa56e9428.wav,5.090610,7.956516
data/7682ac5c-1306-456e-b144-70b77b1cd415.wav,5.004172,7.964236
data/76c468f6-b757-42c1-8768-f132f9eff939.wav,5.325831,7.956869
data/773e20b9-ea85-4a99-8af8-f13cbcbf0914.wav,5.619472,7.938662
data/778cb5c5-b503-483b-a635-6cde49e0c257.wav,6.473839,7.969736
data/781f7cae-3bce-4697-9bf9-989a6a827b5e.wav,4.687617,7.967142
data/78c92173-339a-4da3-9631-08580b776f4a.wav,5.548822,7.958755
data/7903a17f-d3a6-4af0-a36c-5c51c2cb70dd.wav,5.651639,7.928763
data/7925f46f-51c3-482d-8537-e3b2e7ddd85e.wav,7.287241,7.967558
data/799981ff-4d6b-4e7c-a375-a9b25310cf40.wav,6.081384,7.945374
data/799e7b1b-7c1d-4c67-a115-6551ade2cdaf.wav,5.315442,7.946447
data/79c04d9b-f39c-42ed-877f-e78d9986105e.wav,4.458601,7.956530
data/7a24bf6a-5bf3-47d5-8bef-81cc9bd4d6ff.wav,5.721500,7.934155
data/7ae7cda8-d030-4ceb-9a6a-ad5e1222ccd8.wav,6.146913,7.942930
data/7b1fa2de-2025-48ab-ac4d-4640d478c475.wav,5.726168,7.957392
data/7b95b0c0-9610-422f-835c-8c9f972f7462.wav,5.694049,7.945329
data/7bcd4cdc-36dd-4847-b946-164c9bebf3b2.wav,4.252419,7.958963
data/7c12e85e-e5e9-49f5-82a6-e024d9ef1374.wav,5.411916,7.924622
data/7c27abad-0bd5-47d5-8d61-c0716d4cc87d.wav,5.182942,7.954509
data/7c808071-6984-4421-b073-a515000f58a1.wav,4.421993,7.932384
data/7c993322-c1bb-49b2-a676-f6589d976ec0.wav,5.345635,7.954110
data/7cbcc072-f8f0-460a-95d4-0e191dfa2545.wav,4.940439,7.940907
data/7cdd94af-8532-4a4d-9b14-3a9a7e986932.wav,4.779957,7.952400
data/7d2e10a6-31b6-4d70-bfe3-d2627f1352e4.wav,4.933589,7.953155
data/7d95d4cc-360b-4e1c-a775-63b9e45aa0bc.wav,5.509124,7.919350
data/7e253ce7-21d1-4bee-b243-15000f8933b5.wav,4.767305,7.948500
data/7e872649-2464-42ab-b751-af26a9429998.wav,5.846100,7.949869
data/7f358ab2-6356-4a0e-a4ca-127a43e0ded5.wav,4.346222,7.949306
data/7fa8fc6c-a731-4903-8273-efe57067cf3a.wav,4.846561,7.953766
data/7fda5713-5f9e-4189-8aef-a284cf129c27.wav,5.457427,7.945031
data/801e7cc4-db29-46e7-b866-b3e9b9cedb12.wav,5.774431,7.946322
data/803d9d3f-d4da-43c1-b4dd-b9bc17d51b3e.wav,5.798346,7.945295
data/80bdcba6-cae3-4e0b-a36b-a3d62ab5de27.wav,5.978602,7.937998
data/80dae54c-922a-4c99-858d-e03fecd55e7d.wav,6.648516,7.982838
data/80fb272f-19d9-4a53-91a7-9f11098e1ded.wav,5.403353,7.929664
data/80ffe67b-24d9-44f8-b3fc-41c22b55d710.wav,5.322858,7.958910
data/81635566-2449-485d-ac29-dc1117eb9af7.wav,4.918702,7.937803
data/823426af-8eb1-4e97-a7ed-f3c075c5e9d7.wav,5.489538,7.959658
data/82c00bf9-2270-4983-a505-9f7a39d5cdab.wav,5.008361,7.959392
data/82dba97c-c0b2-421b-b689-5c583f4778bb.wav,5.643538,7.947232
data/82e2daa4-66d7-425e-8bf1-bfda440babf4.wav,4.505754,7.956602
data/830fc15c-bccd-4634-9623-df3718c6e26d.wav,4.961644,7.952676
data/832c946a-e7bf-4b06-9020-1f5cf16ffb66.wav,4.669458,7.950827
data/833d25d9-6cb0-46bc-9eb8-2301dd91527a.wav,4.556219,7.947612
data/83b41ade-3f89-4ba4-ab38-655f1d1c8df7.wav,5.105652,7.940536
data/83d33cbd-1fd4-4fcd-b9a0-74d208ab8e97.wav,4.626457,7.953576
data/846510e8-12c3-4b3e-a492-72fc6e067378.wav,4.381001,7.945405
data/84e2a6ed-2740-40c7-8bc8-1f416a335d3b.wav,5.752667,7.942032
data/8559aba4-3f0b-45e3-add2-fcda2f9d586b.wav,5.167762,7.965511
data/85a4c4d4-ebe4-449a-a7d1-572da07a3631.wav,4.695827,7.953062
data/85c7805b-4884-4880-9fac-bed80f2fd142.wav,4.290078,7.940902
data/85d726b5-89b8-4e59-8e9c-e1a2ca308d71.wav,4.920353,7.955803
data/85ebe8f7-202a-4357-a296-11204a297936.wav,4.573260,7.926046
data/8652541b-917b-4e04-93a4-fd514916d50e.wav,4.830825,7.949903
data/86f7ee1d-54ea-42da-a2e1-352c3b65d01c.wav,4.987935,7.959763
data/878825f7-20a2-4394-8c75-ff47f3fda9d3.wav,4.345257,7.944886
data/87a15832-9532-48a9-8b87-0c7ec8bf2d6a.wav,5.361303,7.945567
data/8895b3c3-6934-442a-ba91-e4c0201c45a2.wav,5.300579,7.942133
data/88a7a16c-7c5b-46e9-aaef-8692a580dd6b.wav,4.744704,7.947370
data/89643052-2534-4c1d-9eee-f55867bedee7.wav,5.191240,7.953043
data/8a16c0c6-77e3-4d09-b462-6650c5ba270b.wav,6.366541,7.973981
data/8b243863-b6f8-43d1-bdc9-05924e82e152.wav,4.826863,7.951239
data/8b4c8568-4839-4096-812b-73d2ba6e5b64.wav,5.282351,7.957905
data/8b694768-831c-430f-a32a-80acf9d7baf6.wav,4.499975,7.952117
data/8be1e5ac-9cab-472f-a0d5-f66849b7ec5e.wav,4.663060,7.952973
data/8c3841db-777f-4fae-8cdc-6b60bfbe27bb.wav,5.046623,7.941876
data/8c46512e-54de-4e6c-a40f-1b23e52b796d.wav,4.539160,7.952945
data/8c9479ae-f1cc-4a1d-9692-0f358826c31c.wav,5.684254,7.946683
data/8d43294a-e0fa-44be-98af-5f64943582b4.wav,5.828287,7.947131
data/8d4d532f-7d52-435f-aa91-f7ef8b5ffa80.wav,4.967064,7.950061
data/8dd556bf-c9a1-420b-8996-a657e9fc7c92.wav,5.325847,7.954481
data/8dd8051b-94d0-4c73-9cf4-3447cbb0755d.wav,6.446178,7.955461
data/8df88da0-50c0-40c2-8e9f-46ae1685653e.wav,4.777111,7.953763
data/8e664a04-817f-44ec-9569-bbcb5a173b8c.wav,5.619204,7.947335
data/8e8e10f3-37b4-493b-994b-5d44048dc2b6.wav,5.223027,7.955098
data/8ed452c0-18e6-4d92-bd99-ba98bbda443f.wav,5.992827,7.934920
data/8ee15ea8-4b91-491b-8a92-8135952e76d7.wav,5.955004,7.931515
data/8f01091f-f602-4391-a3de-a59bcf4e5847.wav,5.617227,7.943844
data/8f2d6a00-8a24-4ab1-af57-56cf676566ed.wav,5.144734,7.962774
data/90b1352d-e3e0-460d-885b-73ddf5fb27e1.wav,5.040445,7.944780
data/9104d161-bf37-4164-af00-9af711a7500c.wav,5.687543,7.933204
data/9123d8d8-0094-4896-a17a-27749073eb3a.wav,5.755855,7.965822
data/91b850dc-5923-44d4-9f9a-051fc87cec00.wav,5.298972,7.952246
data/91efca4b-4929-4404-96ef-0a0b165d0ca5.wav,4.377714,7.952582
data/925d2ac5-270b-4470-8950-88cb6b08fcf9.wav,5.848350,7.950541
data/925d372a-5f9e-4932-bc7a-da7d573a16f1.wav,5.070139,7.957538
data/92f28048-4596-4bd9-9bb9-6de0558c1d9d.wav,5.353402,7.951326
data/92f3b248-d705-41d1-b46c-70f67bd71ae5.wav,6.084012,7.951126
data/930e4b17-6ecb-419f-8e14-65c547424eaf.wav,5.577193,7.943814
data/9397fd43-e0df-4c75-b27e-04c3ed2f0fb8.wav,4.314823,7.939888
data/93b368d8-e5e0-4f7d-a68b-f4127b39c36b.wav,4.383111,7.943144
data/93dd0ad9-64be-4f7c-84e7-e189af478dab.wav,4.074565,7.940274
data/9496c16e-a591-4a78-870f-744822a847e6.wav,4.489652,7.941598
data/94c353ea-3f41-427c-bb3e-2f119e50bb6f.wav,5.304219,7.952959
data/94c53803-f616-4c8e-b144-06d54ebfbfd1.wav,5.067429,7.956322
data/957551b0-1365-4536-8aba-90d35eefd5ee.wav,4.831459,7.954208
data/961ddc38-e5a4-416e-bf77-19966bdabfbc.wav,6.262359,7.948731
data/970e1a07-8c67-49a4-b437-33ea735dd5eb.wav,5.029216,7.961581
data/97752980-bbfd-46cb-9d7a-6f673aa9341a.wav,4.825591,7.955814
data/9867d779-5da9-4c46-94b9-bf29baf269d9.wav,4.873960,7.942481
data/98760cd0-f981-4eae-933e-9844c7182d92.wav,4.881454,7.959374
data/9876c7af-f8a0-4b8c-a80d-b2b7aa9dcd4b.wav,3.991767,7.944152
data/98f08414-7707-4248-bef5-d8df6ceaccdb.wav,6.225961,7.946325
data/992741c5-8f08-4757-8e3f-01d3f1ca339d.wav,5.342938,7.940635
data/9948c725-70ba-4a73-a7f3-dac69ac76b76.wav,4.356471,7.950241
data/998d4e1e-64c6-4e50-8c40-195ebe6951f4.wav,5.048151,7.955565
data/999d0f90-82a1-4185-85e6-33c7014b585a.wav,4.540014,7.947869
data/99b5a310-c47c-498d-8d61-c8545ab15fac.wav,5.243208,7.928909
data/99fac516-3ece-48a6-872d-162348c89a86.wav,5.949564,7.946011
data/9a2c6ac3-0bec-4ce1-b4c9-c6d80bd9f521.wav,6.112423,7.957215
data/9a92f7a6-c5ea-4416-a61e-a330fc25a887.wav,4.299619,7.956860
data/9b06f0d3-83f7-4fd0-9f03-34e0c10560a4.wav,4.762390,7.946403
data/9b7e86af-90c1-4297-aca8-2c8c7ea115f2.wav,4.905532,7.950717
data/9cfb418c-7449-49a2-a171-b4373b4eba03.wav,5.521015,7.931255
data/9d3e4007-4faf-4eb7-9bfd-edb27251734d.wav,4.307340,7.950585
data/9d3e8196-799c-4404-8d59-af61101299f5.wav,5.678028,7.950417
data/9dd6dd15-40a5-46c4-9b0c-df4ec68abeb8.wav,4.556287,7.953186
data/9e1b29d5-2b15-4f1c-856e-c223b3b3066c.wav,5.647463,7.955045
data/9f28ad19-763a-4d25-b9fe-72d86b9d7fb6.wav,4.632892,7.947819
data/9f3b07aa-1510-4be6-b7cd-dee1134f66c1.wav,4.288608,7.943971
data/9f3c31c0-ab04-4074-bf15-8abdb77a7fb7.wav,5.078392,7.950356
data/9f482d55-d8ad-4c9b-b73b-1c66e061d7ab.wav,4.415932,7.949946
data/9f6e7e9b-c9c1-411c-bda9-6aa4d454b759.wav,5.590361,7.944664
data/9f81ada1-082b-4223-88f8-4e3bc69ee9a9.wav,5.682415,7.936476
data/9f91979d-e5d6-4408-be0b-c99d6089292f.wav,5.185541,7.977411
data/9fd1f437-3f26-42a0-be8f-c930d0ee601a.wav,5.024828,7.956688
data/9ff08c78-1f8b-43cb-94af-12bdd652b6a0.wav,5.453158,7.956986
data/a0424451-3231-4fda-9c65-5ef675c03b0c.wav,6.757039,7.963998
data/a05767ff-af49-4cae-852e-c463a09a85c8.wav,4.317130,7.935278
data/a0a52a27-69b6-4783-b0b9-6636d9626045.wav,4.967749,7.957842
data/a2146e3f-ec0d-44d9-bb0b-9ce727870698.wav,5.142196,7.970206
data/a25eb39c-58ea-4466-8c47-1ec152ecee4e.wav,5.173538,7.945707
data/a3aded87-d753-4a84-b9da-64fc83114f4b.wav,5.124718,7.952584
data/a41a9ed4-15aa-4ca7-8bcb-b5a248a44d20.wav,4.978714,7.952607
data/a4e9a288-6308-483b-b6b8-e242de021272.wav,5.367879,7.941696
data/a521dc4c-ec2e-4613-837b-b35b994aad56.wav,5.293071,7.947973
data/a5586c15-fe4a-4126-ac5c-fffabc20bd74.wav,5.035827,7.945798
data/a6191c61-444b-4a7b-b5bc-34ba54721a5e.wav,7.761315,7.954278
data/a62f6dfd-09a5-48cb-98be-033b79d7e67c.wav,4.796241,7.950234
data/a68ef1cb-ddde-4e0c-ae91-11573bdb3701.wav,5.976933,7.944422
data/a71fe9f4-1f39-4a86-be66-afc135ebfed5.wav,5.252843,7.952965
data/a733c939-5c3b-479e-8341-0862c3984aa3.wav,5.724088,7.932908
data/a7849205-2474-4a8d-9c6b-77181ff6e635.wav,6.111275,7.953500
data/a7e6978d-9259-4b52-bfc5-d881033f0d89.wav,6.391828,7.954136
data/a811e693-aa09-4f28-951a-a64007d87baf.wav,5.580642,7.958647
data/a82b86d8-e8d9-42bc-b450-baf6e2d7e1eb.wav,4.110149,7.949717
data/a82d17e3-5dea-456a-9fcc-f817dedebbc5.wav,5.246480,7.946410
data/a8b3d81c-6b11-4ccd-ba46-49583be0f567.wav,5.353047,7.942186
data/a8c92d53-2167-4bf8-ab8c-1a9bc9c30eaf.wav,5.221393,7.921169
data/a90f5eca-fdbe-4a21-94bd-c4c7f32fe365.wav,4.276575,7.953412
data/aa3e9623-8662-4667-8157-e1dfcc680513.wav,5.578208,7.964653
data/aaafe57f-3851-405e-88d1-89ad577086f3.wav,4.744146,7.949847
data/ab06a9be-4fd4-4314-8b71-244f4dc96a7f.wav,5.383600,7.936224
data/ab910051-02db-4931-8eae-dd1306f1cf0d.wav,4.777527,7.942613
data/abdcefa3-12a1-4e7e-97b3-e2d9e60279be.wav,5.481668,7.929888
data/abe4ee6f-f523-4f78-9098-b5f8eb4a8117.wav,4.863082,7.950325
data/ac29ba18-11d5-44ad-a840-6b71721e359e.wav,4.627207,7.952290
data/ac61ae46-6e4b-4e41-82e6-8bbb61a2b2c7.wav,5.015211,7.948642
data/acb24204-d3e1-4c59-9fe5-6b893491a189.wav,5.427787,7.943710
data/acbe8f00-dbe6-4353-a657-60adbe50a996.wav,5.635025,7.948935
data/ad2a71e0-75c7-49f5-8122-fb7270e91158.wav,5.359846,7.943880
data/ad312ccb-dd19-44ad-bd9b-e4df378ce355.wav,4.528757,7.948337
data/ad87a53f-4b27-4036-960d-5cb3b578439d.wav,5.134971,7.948529
data/ae03cfaa-2441-45f4-8b79-b85b5238274f.wav,5.315195,7.942929
data/ae8c94f2-251f-4615-a78a-c4b498d0a06c.wav,4.694506,7.948773
data/aeed8d2c-e2bf-4618-81b6-6d744db135b4.wav,4.979767,7.959757
data/aefab917-4a68-4d1a-ac3d-0c43da4270e6.wav,5.323946,7.955839
data/af2f8db9-b6aa-48ab-addb-572a592b3e5e.wav,5.506548,7.951660
data/af6d5d93-2d40-4efb-a9cf-9556cb4ece17.wav,5.618112,7.947102
data/af7ffc61-3ffc-4c22-b7b8-1bcf17d516ae.wav,5.391647,7.954765
data/b00473d5-2043-4af7-ac66-d44917da73d2.wav,5.696260,7.943626
data/b033937f-7e13-4a08-ae12-b83eb8e380e9.wav,5.434742,7.934548
data/b0ad441a-6a1f-4a23-8847-246620ac1b88.wav,6.877244,7.983854
data/b0b12199-956f-4089-87a0-b89fef92d7d8.wav,5.712418,7.941868
data/b126d03b-63a3-4a24-b796-c715649994eb.wav,5.596176,7.923175
data/b18c2dbc-4ddb-42fe-9f6d-1a945ff00426.wav,5.444156,7.934417
data/b212f1f3-ce69-4104-b397-e26ba470612b.wav,5.125958,7.939417
data/b2d2d35b-bac6-48ae-8c45-884cbef0f6b9.wav,5.304567,7.925781
data/b31e55c6-9d09-4074-8efb-56d898aa198d.wav,4.836014,7.945703
data/b37571bb-bc46-436b-b6f5-f579260d73e0.wav,5.125375,7.956660
data/b474c204-4ac7-4976-9940-9733868a6d13.wav,5.671490,7.959173
data/b4a354ca-8194-4459-b711-0fd099b117e8.wav,4.758182,7.948591
data/b4bd72dc-889a-44fc-a5ee-804559002645.wav,5.064880,7.934365
data/b516f828-6299-4be9-9a95-908b81095472.wav,4.388772,7.957778
data/b52b1551-e576-4b1f-959c-556041d06f5b.wav,5.187038,7.946238
data/b552734f-6d92-4b26-a17b-ddddd456ab94.wav,5.146345,7.952401
data/b5b8714f-6a0c-4ed0-a3bf-a95e2f48c0ee.wav,5.548437,7.973561
data/b64dd1e7-bec9-406e-909f-477da078965d.wav,5.568552,7.953257
data/b6bc60bf-686f-4103-a3ed-aaf2e888ee5a.wav,5.563884,7.924950
data/b7684435-eaf2-43ee-8912-2769e8d117d2.wav,4.734330,7.955738
data/b800deb5-00a6-4ef2-b99a-42359684367a.wav,5.389918,7.955440
data/b876af63-bbdc-48b2-bb75-6acfe53f911b.wav,5.422412,7.927302
data/b8b26cb7-1bf1-4156-a51d-7994525690f2.wav,5.251714,7.958341
data/b9a1fa23-dc23-45dc-a3c8-aff74ec96692.wav,4.438846,7.944298
data/b9d3fa13-5a79-4214-8bbe-8dea7a5ad8e7.wav,4.563339,7.954062
data/b9ddee46-ad84-44bc-8fc0-a84ceff1d27d.wav,5.432938,7.944086
data/ba156869-b73d-4263-9879-c6f8799cc975.wav,4.816933,7.944207
data/baf70ec4-328d-43c8-84a3-402094fff54a.wav,5.221114,7.944663
data/bb90f5f0-d305-46e1-8c1d-d017d728883a.wav,7.482214,7.941850
data/bbad0173-3dcc-4567-ba3d-9ece2be70762.wav,4.661373,7.962869
data/bbd01ca3-48df-41b9-a54f-a4d666db307e.wav,4.518418,7.956222
data/bc184a03-702d-4e20-a84f-947be81448f7.wav,5.806736,7.952883
data/bc9115d8-2363-4159-ae41-295a9129a9aa.wav,5.240679,7.950073
data/bcc36cfb-115f-40a6-97c3-5eb67b0e1198.wav,4.929953,7.953720
data/bd009dca-f25e-49bd-852f-da52c2139281.wav,5.349417,7.932805
data/bdbf74d4-fdfb-4d7a-b7f1-3bdcea62a8fc.wav,4.927903,7.927547
data/bdddb6a7-b2c6-4c67-8417-a5bbda5a1249.wav,5.002650,7.944014
data/be7f6880-89c4-4203-b8a6-fb792bbf2557.wav,5.292046,7.951901
data/be8571fe-8f36-4eb2-ab23-e374dea1133d.wav,4.364841,7.941049
data/bf2399d4-665b-4edc-84eb-71f9063ffad4.wav,4.337464,7.956929
data/bf2571e6-afb8-4ab7-a609-34214c0c7310.wav,5.010393,7.947664
data/bf4510d0-4b67-47d9-af8d-0f4c81a532e6.wav,5.659868,7.956483
data/bf5255dc-1ed9-49d3-8ecf-e508c4b20731.wav,4.950242,7.932515
data/c01dec29-9511-443a-8135-9ec070806211.wav,5.254031,7.948811
data/c07fa32b-f809-4f58-96dd-4e6089db94c6.wav,4.943283,7.949011
data/c0802070-70d2-4475-b808-66cfd408a22a.wav,6.074075,7.969593
data/c117c8a9-217f-4368-9919-c3aa83733a17.wav,4.815188,7.944410
data/c157a352-8670-4930-9911-7c88ac1c9049.wav,5.533115,7.946253
data/c1baf8e3-e2bc-4ecd-9a11-15004e6c45cf.wav,4.528714,7.935278
data/c1d8e934-fc5c-4d2d-9ba2-47b9fe395fee.wav,4.804366,7.943941
data/c34dae3b-a6cf-4fb0-8d1f-460d42b2ba7a.wav,5.599365,7.942071
data/c438ff81-e776-4dd6-9df0-03c84a9ed3c6.wav,5.421316,7.952354
data/c4f4e43d-a873-4629-a65b-448a031c6df2.wav,4.592530,7.946899
data/c50256f6-cffc-4e1d-977c-473c32bc52bf.wav,6.073473,7.949461
data/c64a9a77-0a86-4108-9223-985d80602b22.wav,5.163987,7.960096
data/c68e8c75-7434-45e2-a076-8fc7fe50a22b.wav,5.028445,7.949753
data/c7938f98-b1ad-40c6-a65c-c7920df15857.wav,4.136384,7.945605
data/c797ad50-5c6b-45dd-990d-3bf424d460be.wav,5.009833,7.941033
data/c88a7cf8-012b-4f2d-bafe-19f638b72ad1.wav,5.576810,7.955938
data/c88d7db7-ecd2-4993-bb50-f1902af6e021.wav,5.547383,7.958604
data/c9139beb-ef5c-4089-9ddd-6abd7fd0972b.wav,4.962018,7.945174
data/c94a64a6-8631-4e8a-a42e-6754a62df32b.wav,6.535216,7.948718
data/c99bab57-3cb4-49ca-9042-03fd33a0aec9.wav,6.236055,7.955155
data/ca1df83a-d8c2-4c6f-b28b-d4b70b60f469.wav,4.848666,7.965436
data/ca2a0773-c1ee-462a-a124-7be7fccc9101.wav,5.815281,7.958508
data/ca8167fc-fe67-42d5-82b6-393bf95f292a.wav,5.984164,7.956068
data/cb2fb833-e2e0-4321-a197-1434e94003bb.wav,5.255304,7.949962
data/cbf01787-9e7c-4705-930b-53769a9d92b0.wav,4.788926,7.940634
data/cc58a08c-5d9a-4f33-a19e-b2bd50ce56b5.wav,5.870496,7.944655
data/cca6d725-2c53-4524-b98a-486268cf4a1c.wav,4.959363,7.958416
data/cd19eeae-bf70-4492-a206-0b2eaeb4c1d2.wav,6.222360,7.941478
data/cd49e9f1-12fe-4cbd-b955-8a2145d1dec6.wav,5.489767,7.943316
data/cdd0bd51-2684-44db-ad8d-f9bf37367292.wav,5.075841,7.956675
data/cdd3ad00-b819-4a86-905a-ec7541a65b56.wav,5.103780,7.953850
data/ce419c78-9616-49fa-87e0-b64148aa12a6.wav,4.797642,7.942585
data/ce441d17-f005-413d-9e30-e631df26e53c.wav,4.413919,7.954029
data/ce96a016-f36c-446c-8ab0-cbd10b74684a.wav,4.935474,7.948868
data/ceaa4976-a8b5-4736-88f1-17234842235c.wav,5.443958,7.950290
data/cec06996-07de-4f7e-9914-d54bd547232b.wav,4.642502,7.948619
data/cf0b1fe7-c4d8-49dd-be40-2d2abbb5c1e0.wav,6.234805,7.953811
data/cf3f227f-3354-49a3-b78f-b29dd60b2961.wav,5.359382,7.940978
data/cff25bde-af14-4b61-a9d0-b1a335d4e2b8.wav,4.219302,7.947326
data/d098b9d3-b971-4f4b-be92-6c2622e75ce4.wav,5.935700,7.956594
data/d0e66872-fb66-41a3-a589-a374dfe01161.wav,4.525334,7.957599
data/d118281d-126f-4c4c-8fbb-6277ddf0aa4e.wav,5.175960,7.965135
data/d145ea64-c55c-4dda-b4eb-82120b3b8703.wav,5.393001,7.943911
data/d1768885-813b-42b4-9b90-150a8b47e1db.wav,4.728013,7.954141
data/d1a71bce-a021-43c0-8177-e3491a91c774.wav,4.955692,7.951108
data/d21a5147-a3e6-45bd-842c-6bee89552504.wav,5.248476,7.960008
data/d24add11-a9d6-4583-9f03-eedab99eaa7a.wav,5.413964,7.952818
data/d262b7b5-5b79-4743-95a8-cefe85c06eab.wav,5.538068,7.942635
data/d2fae317-4f64-4ee0-ba3b-ea2ff966ca50.wav,4.301824,7.948369
data/d30c7d18-03e5-4851-a0ea-493d0ad5d877.wav,5.074064,7.944475
data/d3a3ed97-626d-49c4-a253-b6e4ed73f260.wav,4.610788,7.949628
data/d3f365c9-b89d-4834-86b6-e9aa34e85e0c.wav,4.701637,7.944823
data/d405f220-d24b-4332-9023-382c149531bd.wav,5.678640,7.954448
data/d40b3d0a-21fd-42a8-a0bd-a38a431e9401.wav,5.080419,7.949185
data/d449b8dc-abf8-426a-af77-8ad6b5d951be.wav,4.103081,7.947134
data/d46140f2-956a-44cf-b95c-f5f0677313ae.wav,5.318083,7.913549
data/d4ab6765-2ada-45f7-9643-bdaa24778760.wav,4.594783,7.944447
data/d4aea7c5-1d06-4cba-a103-08eded565e11.wav,4.590555,7.962665
data/d4de6a31-36bf-41b5-bd36-3495c78f25b1.wav,5.578658,7.950249
data/d5080a60-fd1c-4e4b-82ba-17efe58d4c81.wav,5.087978,7.952764
data/d543cebf-3aa4-4f81-810c-0869a84b9899.wav,4.386574,7.950343
data/d5e6ffdb-4e40-4904-8e5c-2cbd136e1aa2.wav,4.101770,7.950268
data/d6228ff4-61a4-4b70-af06-1ebc8d209aba.wav,4.577230,7.958093
data/d637914e-b564-4f17-9df9-79b66125e0e3.wav,5.527602,7.947492
data/d657634f-4d93-410c-8a95-52e2da100a72.wav,6.471735,7.945460
data/d66445a3-fc1f-479f-a4af-122b78080f76.wav,5.636687,7.961351
data/d68a7404-d436-4b22-b522-93ff403c6ece.wav,4.900543,7.942409
data/d68cbb41-c533-425c-9dc1-5a3f1cdc63e4.wav,5.171815,7.951555
data/d6a746c8-d5dd-491b-b6ef-76c783fd02e0.wav,4.506107,7.947479
data/d6bc40d5-32ba-4c28-bcd5-3542ff9445b4.wav,4.571271,7.959926
data/d6c94651-3e56-4126-8a25-c76b0742203c.wav,4.834035,7.966189
data/d6df50ca-53b3-4351-840c-cd654a81cdea.wav,5.177413,7.954180
data/d7a4237e-b910-4961-a038-9e54cb0acb8b.wav,4.919820,7.963962
data/d7bbee10-0906-45dc-acb0-4373d9450054.wav,4.873437,7.953015
data/d7cedfb3-8eba-4b53-b453-7c9e22584dec.wav,4.891110,7.954386
data/d810d805-6924-4c5d-a38c-179214bd1e6a.wav,5.120323,7.947724
data/d8149feb-7159-4c5a-8bc2-881fbb185b97.wav,5.112242,7.958931
data/d850634a-220c-4f1f-a4b2-2f3c494b714c.wav,5.245724,7.945255
data/d94b22d0-1a8b-40b0-ac37-0995d884da0d.wav,4.635412,7.957587
data/d9a6fb80-d455-4efc-b4ca-7c3c02edac75.wav,4.470230,7.957422
data/da6c3a3b-db48-4c13-884c-3f33f5d2b964.wav,4.566425,7.954271
data/daa68cb2-b5bd-42e2-a3a2-3bde258a3406.wav,7.444800,7.959259
data/daab98b7-f874-4a9b-9a82-1458d2e1386b.wav,4.332050,7.942789
data/dab03e8b-a025-43bd-af70-51b221ff41c0.wav,5.160467,7.940391
data/db1a562f-d9ca-433a-9375-4203ee149d3e.wav,7.666555,7.979448
data/db4ab826-4c10-4dac-8404-f7925e2afbb2.wav,5.205247,7.966120
data/db4e15f9-8026-49bc-a868-87f4c847d87d.wav,5.276847,7.930000
data/dcc8d8de-081e-4d2a-a713-875a3e794de3.wav,5.092354,7.963353
data/dd615d4f-50d1-4f4a-985b-109765a6c673.wav,4.184944,7.957237
data/ddc6ec5c-8c6c-41ab-8bdb-e54930f84b0a.wav,4.459221,7.950338
data/ddc882cb-a7f8-4080-91d5-c7a9157de158.wav,6.115202,7.973735
data/ddedbafa-5bc9-4a93-8a46-ff8eeddaa65c.wav,5.375612,7.952640
data/ddfc0897-f917-47b6-b998-61b49f1eec6a.wav,4.417114,7.953302
data/de69f7b5-f9e2-4ef7-a5e7-d3a4f9aabce0.wav,4.350074,7.953664
data/de70c8b0-f434-4797-9a04-813702e9bfe9.wav,5.191128,7.959670
data/deaec89a-aa07-4f8a-a017-89443c488ef0.wav,5.652890,7.925067
data/debdca70-52be-4fcb-9bfe-41cf69d2bc04.wav,5.769822,7.948789
data/def6eca8-d782-4fd2-9ebe-2e523dc0de7c.wav,5.134194,7.952454
data/df31b6c3-714a-4c1d-8c11-1c68838540b0.wav,5.201675,7.957199
data/df3cd597-4c4f-43ab-86ac-411a7542724d.wav,5.445085,7.950370
data/dfbf78d9-16c4-46a4-9b10-460621f5f7e5.wav,4.870755,7.942562
